Municipio,Total,Cafe,Cana,Milho,Soja,Soja_norm,Milho_norm,Cana_norm,Cafe_norm,DPF,Classificacao
Piçarra (PA),3367,0.0,0.0,2500.0,200.0,0.0003333333333333333,0.005,0.0,0.0,0.0014,D - Baixo
Seara (SC),2937,0.0,15.0,2000.0,500.0,0.0008333333333333334,0.004,0.000125,0.0,0.0014,D - Baixo
Pracinha (SP),1769,0.0,750.0,35.0,170.0,0.00028333333333333335,7e-05,0.00625,0.0,0.0013950000000000002,D - Baixo
Pinhal (RS),3286,0.0,25.0,900.0,1200.0,0.002,0.0018,0.00020833333333333335,0.0,0.0013916666666666667,D - Baixo
São Pedro da Aldeia (RJ),870,0.0,834.0,0.0,0.0,0.0,0.0,0.00695,0.0,0.00139,D - Baixo
Taquaral de Goiás (GO),2280,0.0,0.0,1050.0,1150.0,0.0019166666666666666,0.0021,0.0,0.0,0.0013874999999999998,D - Baixo
Aurora (SC),5354,0.0,7.0,1700.0,700.0,0.0011666666666666668,0.0034,5.833333333333333e-05,0.0,0.0013866666666666667,D - Baixo
Amajari (RR),3535,0.0,10.0,771.0,1310.0,0.002183333333333333,0.001542,8.333333333333333e-05,0.0,0.0013846666666666664,D - Baixo
Palmeirais (PI),6089,0.0,5.0,2062.0,454.0,0.0007566666666666667,0.004124,4.1666666666666665e-05,0.0,0.0013798333333333332,D - Baixo
Águas de Chapecó (SC),3264,0.0,0.0,800.0,1300.0,0.0021666666666666666,0.0016,0.0,0.0,0.001375,D - Baixo
Sanclerlândia (GO),1907,0.0,65.0,270.0,1500.0,0.0025,0.00054,0.0005416666666666666,0.0,0.0013683333333333334,D - Baixo
Serra (ES),1502,585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01365865047863647,0.001365865047863647,D - Baixo
Nova América (GO),885,0.0,800.0,65.0,0.0,0.0,0.00013,0.006666666666666667,0.0,0.0013658333333333335,D - Baixo
Campo Formoso (BA),36069,0.0,8.0,2700.0,0.0,0.0,0.0054,6.666666666666667e-05,0.0,0.0013633333333333334,D - Baixo
Iomerê (SC),2888,0.0,0.0,2050.0,450.0,0.00075,0.0041,0.0,0.0,0.0013625,D - Baixo
Rurópolis (PA),10501,0.0,10.0,1750.0,620.0,0.0010333333333333334,0.0035,8.333333333333333e-05,0.0,0.0013566666666666666,D - Baixo
Tunápolis (SC),2215,0.0,32.0,500.0,1400.0,0.0023333333333333335,0.001,0.0002666666666666667,0.0,0.0013533333333333336,D - Baixo
Lacerdópolis (SC),2730,0.0,0.0,2000.0,470.0,0.0007833333333333334,0.004,0.0,0.0,0.0013525,D - Baixo
Reriutaba (CE),5881,2.0,6.0,2675.0,0.0,0.0,0.00535,5e-05,4.669624095260332e-05,0.0013521696240952604,D - Baixo
Terezópolis de Goiás (GO),2493,0.0,0.0,600.0,1400.0,0.0023333333333333335,0.0012,0.0,0.0,0.00135,D - Baixo
Alagoinha do Piauí (PI),7365,0.0,0.0,2700.0,0.0,0.0,0.0054,0.0,0.0,0.00135,D - Baixo
São José do Piauí (PI),6794,0.0,0.0,2700.0,0.0,0.0,0.0054,0.0,0.0,0.00135,D - Baixo
Pinhalzinho (SP),2133,70.0,6.0,100.0,1500.0,0.0025,0.0002,5e-05,0.001634368433341116,0.0013484368433341117,D - Baixo
Atalanta (SC),3359,0.0,4.0,800.0,1250.0,0.0020833333333333333,0.0016,3.3333333333333335e-05,0.0,0.0013441666666666667,D - Baixo
Branquinha (AL),4664,0.0,761.0,150.0,0.0,0.0,0.0003,0.0063416666666666665,0.0,0.0013433333333333333,D - Baixo
Mata Verde (MG),693,573.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01337847303292085,0.001337847303292085,D - Baixo
São Bento do Sul (SC),3196,0.0,0.0,800.0,1250.0,0.0020833333333333333,0.0016,0.0,0.0,0.0013375,D - Baixo
Araputanga (MT),2573,0.0,6.0,2080.0,382.0,0.0006366666666666667,0.00416,5e-05,0.0,0.0013365,D - Baixo
Pombos (PE),2144,0.0,800.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.0,0.0013333333333333335,D - Baixo
Romelândia (SC),2472,0.0,80.0,900.0,1000.0,0.0016666666666666668,0.0018,0.0006666666666666666,0.0,0.0013333333333333335,D - Baixo
Presidente Bernardes (MG),2460,345.0,45.0,900.0,0.0,0.0,0.0018,0.000375,0.008055101564324072,0.0013305101564324072,D - Baixo
Cafarnaum (BA),6736,0.0,0.0,2652.0,0.0,0.0,0.005304,0.0,0.0,0.001326,D - Baixo
Caibi (SC),2515,0.0,0.0,1000.0,1100.0,0.0018333333333333333,0.002,0.0,0.0,0.001325,D - Baixo
Sertão Santana (RS),5754,0.0,50.0,1050.0,950.0,0.0015833333333333333,0.0021,0.0004166666666666667,0.0,0.0013208333333333331,D - Baixo
Caraí (MG),1348,500.0,60.0,100.0,0.0,0.0,0.0002,0.0005,0.011674060238150829,0.0013174060238150829,D - Baixo
Itapiúna (CE),4792,0.0,10.0,2600.0,0.0,0.0,0.0052,8.333333333333333e-05,0.0,0.0013166666666666665,D - Baixo
Limoeiro do Norte (CE),7783,0.0,0.0,428.0,1468.0,0.002446666666666667,0.000856,0.0,0.0,0.0013150000000000002,D - Baixo
Luzerna (SC),2522,0.0,0.0,1800.0,550.0,0.0009166666666666666,0.0036,0.0,0.0,0.0013124999999999999,D - Baixo
Barras (PI),6223,0.0,80.0,2040.0,200.0,0.0003333333333333333,0.00408,0.0006666666666666666,0.0,0.0013033333333333334,D - Baixo
Presidente Getúlio (SC),3612,0.0,8.0,1900.0,450.0,0.00075,0.0038,6.666666666666667e-05,0.0,0.0013008333333333333,D - Baixo
Baixa Grande (BA),5200,0.0,0.0,2600.0,0.0,0.0,0.0052,0.0,0.0,0.0013,D - Baixo
Ipecaetá (BA),5492,0.0,0.0,2600.0,0.0,0.0,0.0052,0.0,0.0,0.0013,D - Baixo
Pau D'Arco (TO),2436,0.0,0.0,550.0,1357.0,0.0022616666666666666,0.0011,0.0,0.0,0.00129275,D - Baixo
Amarante do Maranhão (MA),2608,0.0,5.0,1210.0,900.0,0.0015,0.00242,4.1666666666666665e-05,0.0,0.0012883333333333332,D - Baixo
Senhora dos Remédios (MG),2967,30.0,130.0,2000.0,0.0,0.0,0.004,0.0010833333333333333,0.0007004436142890498,0.0012867110280955717,D - Baixo
Jaguarari (BA),4570,0.0,0.0,2571.0,0.0,0.0,0.005142,0.0,0.0,0.0012855,D - Baixo
Arataca (BA),10593,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012841466261965912,0.0012841466261965912,D - Baixo
Pitangui (MG),2733,0.0,156.0,2000.0,30.0,5e-05,0.004,0.0013,0.0,0.0012825,D - Baixo
Capistrano (CE),4688,0.0,0.0,2565.0,0.0,0.0,0.00513,0.0,0.0,0.0012825,D - Baixo
Ubajara (CE),7283,16.0,160.0,1850.0,70.0,0.00011666666666666667,0.0037,0.0013333333333333333,0.00037356992762082653,0.0012815236594287496,D - Baixo
Borda da Mata (MG),1361,400.0,5.0,500.0,115.0,0.00019166666666666667,0.001,4.1666666666666665e-05,0.009339248190520663,0.0012785081523853997,D - Baixo
Epitaciolândia (AC),3697,35.0,11.0,1900.0,300.0,0.0005,0.0038,9.166666666666667e-05,0.000817184216670558,0.0012750517550003892,D - Baixo
Mato Leitão (RS),2694,0.0,0.0,1500.0,700.0,0.0011666666666666668,0.003,0.0,0.0,0.001275,D - Baixo
Saltinho (SC),2430,0.0,0.0,300.0,1500.0,0.0025,0.0006,0.0,0.0,0.001275,D - Baixo
Nova Erechim (SC),2105,0.0,0.0,400.0,1430.0,0.0023833333333333332,0.0008,0.0,0.0,0.0012725,D - Baixo
São João do Paraíso (MA),2665,0.0,0.0,140.0,1600.0,0.0026666666666666666,0.00028,0.0,0.0,0.0012699999999999999,D - Baixo
Boca do Acre (AM),3634,4.0,20.0,800.0,1100.0,0.0018333333333333333,0.0016,0.00016666666666666666,9.339248190520663e-05,0.0012676725815238539,D - Baixo
Tavares (PB),3776,0.0,10.0,2500.0,0.0,0.0,0.005,8.333333333333333e-05,0.0,0.0012666666666666666,D - Baixo
São João do Oeste (SC),2130,0.0,53.0,1000.0,900.0,0.0015,0.002,0.00044166666666666665,0.0,0.0012633333333333333,D - Baixo
Iguaracy (PE),5144,0.0,8.0,2500.0,0.0,0.0,0.005,6.666666666666667e-05,0.0,0.0012633333333333333,D - Baixo
Croatá (CE),6335,0.0,6.0,2505.0,0.0,0.0,0.00501,5e-05,0.0,0.0012625,D - Baixo
Santa Clara do Sul (RS),2628,0.0,30.0,1000.0,950.0,0.0015833333333333333,0.002,0.00025,0.0,0.0012625,D - Baixo
Tupiratins (TO),1811,0.0,0.0,80.0,1627.0,0.0027116666666666665,0.00016,0.0,0.0,0.00126025,D - Baixo
Prados (MG),2491,0.0,56.0,1580.0,500.0,0.0008333333333333334,0.00316,0.00046666666666666666,0.0,0.0012583333333333333,D - Baixo
Santo Antônio de Goiás (GO),1855,0.0,0.0,490.0,1350.0,0.00225,0.00098,0.0,0.0,0.0012575,D - Baixo
Natalândia (MG),2637,0.0,4.0,1000.0,1000.0,0.0016666666666666668,0.002,3.3333333333333335e-05,0.0,0.0012566666666666668,D - Baixo
Paraipaba (CE),11485,0.0,4.0,2500.0,0.0,0.0,0.005,3.3333333333333335e-05,0.0,0.0012566666666666668,D - Baixo
Princesa Isabel (PB),4866,0.0,4.0,2500.0,0.0,0.0,0.005,3.3333333333333335e-05,0.0,0.0012566666666666668,D - Baixo
Porto Alegre do Piauí (PI),2602,0.0,0.0,1210.0,868.0,0.0014466666666666666,0.00242,0.0,0.0,0.001256,D - Baixo
Capela Nova (MG),1049,405.0,80.0,350.0,0.0,0.0,0.0007,0.0006666666666666666,0.009455988792902171,0.0012539322126235504,D - Baixo
Tanque do Piauí (PI),2454,0.0,0.0,329.0,1450.0,0.002416666666666667,0.000658,0.0,0.0,0.001252,D - Baixo
Betânia do Piauí (PI),4000,0.0,0.0,2500.0,0.0,0.0,0.005,0.0,0.0,0.00125,D - Baixo
Alegrete do Piauí (PI),2885,0.0,0.0,2500.0,0.0,0.0,0.005,0.0,0.0,0.00125,D - Baixo
Trindade (PE),3800,0.0,0.0,2500.0,0.0,0.0,0.005,0.0,0.0,0.00125,D - Baixo
Jaicós (PI),6950,0.0,0.0,2500.0,0.0,0.0,0.005,0.0,0.0,0.00125,D - Baixo
Pindamonhangaba (SP),2531,0.0,0.0,1000.0,1000.0,0.0016666666666666668,0.002,0.0,0.0,0.00125,D - Baixo
Poço Redondo (SE),3312,0.0,0.0,2500.0,0.0,0.0,0.005,0.0,0.0,0.00125,D - Baixo
Trairi (CE),26091,0.0,121.0,2095.0,0.0,0.0,0.00419,0.0010083333333333333,0.0,0.0012491666666666667,D - Baixo
Agrolândia (SC),3001,0.0,14.0,1250.0,800.0,0.0013333333333333333,0.0025,0.00011666666666666667,0.0,0.0012483333333333333,D - Baixo
Caucaia (CE),7364,0.0,11.0,2450.0,0.0,0.0,0.0049,9.166666666666667e-05,0.0,0.0012433333333333333,D - Baixo
Tarauacá (AC),6014,0.0,25.0,2400.0,0.0,0.0,0.0048,0.00020833333333333335,0.0,0.0012416666666666665,D - Baixo
Vista Alegre do Prata (RS),2100,0.0,2.0,450.0,1350.0,0.00225,0.0009,1.6666666666666667e-05,0.0,0.0012408333333333332,D - Baixo
Santana do Jacaré (MG),827,475.0,7.0,120.0,80.0,0.00013333333333333334,0.00024,5.833333333333333e-05,0.011090357226243287,0.0012407023892909953,D - Baixo
Itarema (CE),25074,0.0,1.0,2478.0,0.0,0.0,0.004956,8.333333333333334e-06,0.0,0.0012406666666666668,D - Baixo
Rio de Contas (BA),3135,197.0,350.0,391.0,0.0,0.0,0.000782,0.002916666666666667,0.0045995797338314265,0.0012387913067164762,D - Baixo
Doresópolis (MG),855,260.0,310.0,220.0,0.0,0.0,0.00044,0.0025833333333333333,0.006070511323838431,0.0012337177990505098,D - Baixo
Itaú de Minas (MG),2059,9.0,0.0,1300.0,750.0,0.00125,0.0026,0.0,0.0002101330842867149,0.0012335133084286716,D - Baixo
Grão Mogol (MG),3406,90.0,164.0,1500.0,0.0,0.0,0.003,0.0013666666666666666,0.002101330842867149,0.0012334664176200483,D - Baixo
Bandeirante (SC),2171,0.0,20.0,600.0,1200.0,0.002,0.0012,0.00016666666666666666,0.0,0.0012333333333333335,D - Baixo
São Miguel (RN),4181,0.0,20.0,2400.0,0.0,0.0,0.0048,0.00016666666666666666,0.0,0.0012333333333333332,D - Baixo
Brejo Santo (CE),4414,0.0,13.0,2421.0,0.0,0.0,0.004842,0.00010833333333333333,0.0,0.0012321666666666666,D - Baixo
Oratórios (MG),903,0.0,694.0,150.0,0.0,0.0,0.0003,0.005783333333333333,0.0,0.0012316666666666667,D - Baixo
Vidal Ramos (SC),5941,0.0,4.0,1400.0,700.0,0.0011666666666666668,0.0028,3.3333333333333335e-05,0.0,0.0012316666666666667,D - Baixo
Teutônia (RS),2467,0.0,25.0,1330.0,700.0,0.0011666666666666668,0.00266,0.00020833333333333335,0.0,0.0012316666666666667,D - Baixo
Nova Iorque (MA),2150,0.0,0.0,288.0,1450.0,0.002416666666666667,0.000576,0.0,0.0,0.0012315000000000002,D - Baixo
Pinheirinho do Vale (RS),2812,0.0,15.0,900.0,1000.0,0.0016666666666666668,0.0018,0.000125,0.0,0.0012250000000000002,D - Baixo
Coimbra (MG),2002,395.0,0.0,600.0,0.0,0.0,0.0012,0.0,0.009222507588139155,0.0012222507588139156,D - Baixo
Inhuma (PI),7878,0.0,180.0,1840.0,0.0,0.0,0.00368,0.0015,0.0,0.0012200000000000002,D - Baixo
Bocaiúva (MG),2765,182.0,175.0,1000.0,0.0,0.0,0.002,0.0014583333333333334,0.004249357926686901,0.0012166024593353569,D - Baixo
Piranguinho (MG),781,473.0,10.0,60.0,72.0,0.00012,0.00012,8.333333333333333e-05,0.011043660985290684,0.001205032765195735,D - Baixo
Itaipé (MG),1184,400.0,102.0,200.0,0.0,0.0,0.0004,0.00085,0.009339248190520663,0.0012039248190520663,D - Baixo
Governador Dix-Sept Rosado (RN),3770,0.0,0.0,2400.0,0.0,0.0,0.0048,0.0,0.0,0.0012,D - Baixo
Cruz (CE),19127,0.0,0.0,2400.0,0.0,0.0,0.0048,0.0,0.0,0.0012,D - Baixo
Brasiléia (AC),3793,80.0,12.0,1980.0,0.0,0.0,0.00396,0.0001,0.0018678496381041327,0.0011967849638104132,D - Baixo
Tuiuti (SP),2187,40.0,0.0,1900.0,200.0,0.0003333333333333333,0.0038,0.0,0.0009339248190520663,0.0011933924819052066,D - Baixo
Ibertioga (MG),3869,0.0,11.0,1750.0,400.0,0.0006666666666666666,0.0035,9.166666666666667e-05,0.0,0.0011933333333333334,D - Baixo
Conceição da Barra de Minas (MG),1452,275.0,0.0,650.0,300.0,0.0005,0.0013,0.0,0.006420733130982956,0.0011920733130982956,D - Baixo
Piquet Carneiro (CE),3979,0.0,25.0,2300.0,0.0,0.0,0.0046,0.00020833333333333335,0.0,0.0011916666666666666,D - Baixo
Piranga (MG),2206,160.0,100.0,1300.0,0.0,0.0,0.0026,0.0008333333333333334,0.0037356992762082653,0.0011902365942874932,D - Baixo
Itaperuçu (PR),2712,0.0,0.0,2080.0,200.0,0.0003333333333333333,0.00416,0.0,0.0,0.0011899999999999999,D - Baixo
Brasilândia do Tocantins (TO),1845,0.0,0.0,500.0,1253.0,0.0020883333333333335,0.001,0.0,0.0,0.0011897500000000003,D - Baixo
Nerópolis (GO),2107,0.0,0.0,500.0,1250.0,0.0020833333333333333,0.001,0.0,0.0,0.0011875,D - Baixo
Macaúbas (BA),6549,2.0,250.0,1530.0,0.0,0.0,0.00306,0.0020833333333333333,4.669624095260332e-05,0.001186336290761927,D - Baixo
Tavares (RS),4427,0.0,0.0,400.0,1313.0,0.0021883333333333334,0.0008,0.0,0.0,0.00118475,D - Baixo
Juarina (TO),1836,0.0,0.0,400.0,1310.0,0.002183333333333333,0.0008,0.0,0.0,0.0011825,D - Baixo
Monte Alegre do Sul (SP),662,420.0,75.0,140.0,0.0,0.0,0.00028,0.000625,0.009806210600046696,0.0011756210600046696,D - Baixo
Fernão (SP),1882,181.0,1.0,300.0,800.0,0.0013333333333333333,0.0006,8.333333333333334e-06,0.0042260098062106,0.0011742676472877266,D - Baixo
Morro do Chapéu (BA),5016,448.0,0.0,250.0,0.0,0.0,0.0005,0.0,0.010459957973383142,0.001170995797338314,D - Baixo
Lagoa do Carro (PE),773,0.0,700.0,0.0,0.0,0.0,0.0,0.005833333333333334,0.0,0.0011666666666666668,D - Baixo
Putinga (RS),4035,0.0,25.0,1500.0,500.0,0.0008333333333333334,0.003,0.00020833333333333335,0.0,0.0011666666666666668,D - Baixo
Paverama (RS),2451,0.0,6.0,1100.0,800.0,0.0013333333333333333,0.0022,5e-05,0.0,0.00116,D - Baixo
Brazabrantes (GO),1092,0.0,530.0,185.0,245.0,0.00040833333333333336,0.00037,0.004416666666666667,0.0,0.0011595833333333334,D - Baixo
Orós (CE),2664,0.0,3.0,2300.0,0.0,0.0,0.0046,2.5e-05,0.0,0.001155,D - Baixo
Entre Rios de Minas (MG),3128,150.0,46.0,1200.0,170.0,0.00028333333333333335,0.0024,0.00038333333333333334,0.0035022180714452487,0.0011543884738111914,D - Baixo
Abaiara (CE),3639,0.0,2.0,2300.0,0.0,0.0,0.0046,1.6666666666666667e-05,0.0,0.0011533333333333333,D - Baixo
Tremembé (SP),2560,0.0,0.0,800.0,1000.0,0.0016666666666666668,0.0016,0.0,0.0,0.00115,D - Baixo
Acauã (PI),3507,0.0,0.0,2300.0,0.0,0.0,0.0046,0.0,0.0,0.00115,D - Baixo
Farias Brito (CE),6356,0.0,0.0,2300.0,0.0,0.0,0.0046,0.0,0.0,0.00115,D - Baixo
Campo Magro (PR),2858,0.0,0.0,800.0,1000.0,0.0016666666666666668,0.0016,0.0,0.0,0.00115,D - Baixo
Abaeté (MG),1529,60.0,158.0,800.0,450.0,0.00075,0.0016,0.0013166666666666667,0.0014008872285780996,0.0011409220561911433,D - Baixo
Nova Araçá (RS),2157,0.0,1.0,1300.0,650.0,0.0010833333333333333,0.0026,8.333333333333334e-06,0.0,0.0011391666666666668,D - Baixo
Tigrinhos (SC),2546,0.0,0.0,550.0,1150.0,0.0019166666666666666,0.0011,0.0,0.0,0.0011375,D - Baixo
Pouso Alegre (MG),3575,33.0,0.0,2000.0,80.0,0.00013333333333333334,0.004,0.0,0.0007704879757179547,0.0011370487975717954,D - Baixo
Holambra (SP),1787,15.0,270.0,200.0,730.0,0.0012166666666666667,0.0004,0.00225,0.0003502218071445249,0.0011325221807144525,D - Baixo
Varjota (CE),4628,0.0,4.0,2250.0,0.0,0.0,0.0045,3.3333333333333335e-05,0.0,0.0011316666666666667,D - Baixo
Águas Frias (SC),2279,0.0,0.0,760.0,1000.0,0.0016666666666666668,0.00152,0.0,0.0,0.00113,D - Baixo
Cristópolis (BA),3134,0.0,285.0,1304.0,0.0,0.0,0.002608,0.002375,0.0,0.001127,D - Baixo
Celso Ramos (SC),2052,0.0,60.0,700.0,900.0,0.0015,0.0014,0.0005,0.0,0.0011250000000000001,D - Baixo
Aurora (CE),3121,0.0,15.0,2200.0,0.0,0.0,0.0044,0.000125,0.0,0.0011250000000000001,D - Baixo
Sapucaia (PA),2061,0.0,0.0,1641.0,400.0,0.0006666666666666666,0.003282,0.0,0.0,0.0011205,D - Baixo
Meleiro (SC),13268,0.0,0.0,1400.0,560.0,0.0009333333333333333,0.0028,0.0,0.0,0.00112,D - Baixo
Malhada (BA),8379,0.0,10.0,1200.0,668.0,0.0011133333333333334,0.0024,8.333333333333333e-05,0.0,0.0011176666666666665,D - Baixo
Saloá (PE),2459,50.0,0.0,2000.0,0.0,0.0,0.004,0.0,0.0011674060238150829,0.0011167406023815084,D - Baixo
Amarante (PI),4665,0.0,100.0,1900.0,0.0,0.0,0.0038,0.0008333333333333334,0.0,0.0011166666666666666,D - Baixo
Porangaba (SP),1293,0.0,485.0,300.0,210.0,0.00035,0.0006,0.0040416666666666665,0.0,0.0011158333333333333,D - Baixo
Itaguara (MG),1445,13.0,420.0,170.0,400.0,0.0006666666666666666,0.00034,0.0035,0.00030352556619192155,0.0011153525566191922,D - Baixo
Taquarana (AL),6785,0.0,69.0,2000.0,0.0,0.0,0.004,0.000575,0.0,0.001115,D - Baixo
Desterro de Entre Rios (MG),2504,82.0,104.0,1200.0,200.0,0.0003333333333333333,0.0024,0.0008666666666666666,0.001914545879056736,0.0011147879212390069,D - Baixo
Anchieta (SC),1954,0.0,45.0,500.0,1050.0,0.00175,0.001,0.000375,0.0,0.0011125,D - Baixo
Arame (MA),2597,0.0,10.0,1950.0,160.0,0.0002666666666666667,0.0039,8.333333333333333e-05,0.0,0.0011116666666666666,D - Baixo
Cabrália Paulista (SP),2651,70.0,325.0,0.0,540.0,0.0009,0.0,0.0027083333333333334,0.001634368433341116,0.0011101035100007785,D - Baixo
Paraibano (MA),2086,0.0,45.0,235.0,1220.0,0.002033333333333333,0.00047,0.000375,0.0,0.0011075,D - Baixo
Arneiroz (CE),3912,0.0,4.0,2200.0,0.0,0.0,0.0044,3.3333333333333335e-05,0.0,0.0011066666666666668,D - Baixo
Princesa (SC),2458,0.0,25.0,1000.0,750.0,0.00125,0.002,0.00020833333333333335,0.0,0.0011041666666666667,D - Baixo
Amparo do Serra (MG),1038,360.0,44.0,380.0,0.0,0.0,0.00076,0.00036666666666666667,0.008405323371468596,0.001103865670480193,D - Baixo
São José do Belmonte (PE),4057,0.0,0.0,2200.0,0.0,0.0,0.0044,0.0,0.0,0.0011,D - Baixo
Cedro (PE),2734,0.0,0.0,2200.0,0.0,0.0,0.0044,0.0,0.0,0.0011,D - Baixo
Igaci (AL),4296,0.0,0.0,2200.0,0.0,0.0,0.0044,0.0,0.0,0.0011,D - Baixo
Senador Canedo (GO),1988,0.0,0.0,550.0,1100.0,0.0018333333333333333,0.0011,0.0,0.0,0.0011,D - Baixo
Tejuçuoca (CE),4520,0.0,0.0,2200.0,0.0,0.0,0.0044,0.0,0.0,0.0011,D - Baixo
Ibicuitinga (CE),3451,0.0,0.0,2200.0,0.0,0.0,0.0044,0.0,0.0,0.0011,D - Baixo
Salto de Pirapora (SP),2052,0.0,0.0,850.0,900.0,0.0015,0.0017,0.0,0.0,0.0011,D - Baixo
Sertânia (PE),3100,0.0,0.0,2200.0,0.0,0.0,0.0044,0.0,0.0,0.0011,D - Baixo
Isaías Coelho (PI),3350,0.0,0.0,2200.0,0.0,0.0,0.0044,0.0,0.0,0.0011,D - Baixo
Riqueza (SC),2551,0.0,0.0,1000.0,800.0,0.0013333333333333333,0.002,0.0,0.0,0.0010999999999999998,D - Baixo
Itabaianinha (SE),6930,0.0,0.0,2198.0,0.0,0.0,0.004396,0.0,0.0,0.001099,D - Baixo
Felício dos Santos (MG),1572,297.0,93.0,500.0,0.0,0.0,0.001,0.000775,0.006934391781461592,0.0010984391781461594,D - Baixo
Sandolândia (TO),1812,0.0,10.0,465.0,1124.0,0.0018733333333333334,0.00093,8.333333333333333e-05,0.0,0.0010921666666666666,D - Baixo
Santa Brígida (BA),3548,0.0,0.0,2178.0,0.0,0.0,0.004356,0.0,0.0,0.001089,D - Baixo
Três Lagoas (MS),1371,0.0,419.0,0.0,520.0,0.0008666666666666666,0.0,0.003491666666666667,0.0,0.0010883333333333333,D - Baixo
Acaraú (CE),20969,0.0,15.0,2120.0,0.0,0.0,0.00424,0.000125,0.0,0.001085,D - Baixo
Mariana Pimentel (RS),5512,0.0,20.0,600.0,1000.0,0.0016666666666666668,0.0012,0.00016666666666666666,0.0,0.0010833333333333333,D - Baixo
Lassance (MG),2416,100.0,20.0,500.0,750.0,0.00125,0.001,0.00016666666666666666,0.0023348120476301658,0.00107931453809635,D - Baixo
Afogados da Ingazeira (PE),4546,0.0,10.0,2125.0,0.0,0.0,0.00425,8.333333333333333e-05,0.0,0.0010791666666666666,D - Baixo
Vargem Bonita (SC),1811,0.0,0.0,500.0,1100.0,0.0018333333333333333,0.001,0.0,0.0,0.001075,D - Baixo
São Carlos (SC),1936,0.0,0.0,800.0,900.0,0.0015,0.0016,0.0,0.0,0.001075,D - Baixo
Palmitinho (RS),2609,0.0,20.0,1100.0,650.0,0.0010833333333333333,0.0022,0.00016666666666666666,0.0,0.0010708333333333334,D - Baixo
Carnaubal (CE),4252,0.0,150.0,1635.0,0.0,0.0,0.00327,0.00125,0.0,0.0010674999999999999,D - Baixo
Angical (BA),2571,0.0,180.0,1533.0,0.0,0.0,0.003066,0.0015,0.0,0.0010665000000000002,D - Baixo
Pimenteiras (PI),5077,0.0,0.0,2130.0,0.0,0.0,0.00426,0.0,0.0,0.001065,D - Baixo
Assunção do Piauí (PI),4733,0.0,7.0,2106.0,0.0,0.0,0.004212,5.833333333333333e-05,0.0,0.0010646666666666667,D - Baixo
Una (BA),24852,446.0,12.0,0.0,0.0,0.0,0.0,0.0001,0.01041326173243054,0.001061326173243054,D - Baixo
Pérola (PR),2940,11.0,0.0,75.0,1325.0,0.0022083333333333334,0.00015,0.0,0.00025682932523931826,0.0010569329325239318,D - Baixo
Senador José Bento (MG),823,400.0,0.0,245.0,0.0,0.0,0.00049,0.0,0.009339248190520663,0.0010564248190520664,D - Baixo
Barra (BA),2379,0.0,540.0,152.0,106.0,0.00017666666666666666,0.000304,0.0045,0.0,0.0010555,D - Baixo
Pouso Redondo (SC),4834,0.0,10.0,1100.0,650.0,0.0010833333333333333,0.0022,8.333333333333333e-05,0.0,0.0010541666666666666,D - Baixo
Vila Flores (RS),2023,0.0,1.0,900.0,800.0,0.0013333333333333333,0.0018,8.333333333333334e-06,0.0,0.0010516666666666667,D - Baixo
Jacareacanga (PA),5002,0.0,30.0,800.0,800.0,0.0013333333333333333,0.0016,0.00025,0.0,0.00105,D - Baixo
Medicilândia (PA),57764,0.0,0.0,2100.0,0.0,0.0,0.0042,0.0,0.0,0.00105,D - Baixo
Surubim (PE),4402,0.0,0.0,2100.0,0.0,0.0,0.0042,0.0,0.0,0.00105,D - Baixo
Sena Madureira (AC),4908,31.0,15.0,1900.0,0.0,0.0,0.0038,0.000125,0.0007237917347653514,0.0010473791734765352,D - Baixo
Milagres (CE),3548,0.0,10.0,2058.0,0.0,0.0,0.004116,8.333333333333333e-05,0.0,0.0010456666666666665,D - Baixo
Brazópolis (MG),2741,411.0,5.0,150.0,0.0,0.0,0.0003,4.1666666666666665e-05,0.009596077515759981,0.0010429410849093314,D - Baixo
São José do Goiabal (MG),832,2.0,550.0,240.0,0.0,0.0,0.00048,0.004583333333333333,4.669624095260332e-05,0.0010413362907619272,D - Baixo
Araguanã (TO),1726,0.0,0.0,1000.0,718.0,0.0011966666666666666,0.002,0.0,0.0,0.0010385,D - Baixo
Parnaguá (PI),2458,0.0,0.0,1152.0,616.0,0.0010266666666666666,0.002304,0.0,0.0,0.001038,D - Baixo
Vitor Meireles (SC),3785,0.0,0.0,1100.0,650.0,0.0010833333333333333,0.0022,0.0,0.0,0.0010375,D - Baixo
Jaguaruana (CE),4325,0.0,0.0,1910.0,110.0,0.00018333333333333334,0.00382,0.0,0.0,0.0010375,D - Baixo
São Francisco (MG),2781,0.0,172.0,1500.0,0.0,0.0,0.003,0.0014333333333333333,0.0,0.0010366666666666666,D - Baixo
Alenquer (PA),16385,0.0,16.0,2000.0,0.0,0.0,0.004,0.00013333333333333334,0.0,0.0010266666666666666,D - Baixo
Entre Folhas (MG),901,360.0,21.0,300.0,0.0,0.0,0.0006,0.000175,0.008405323371468596,0.0010255323371468597,D - Baixo
Rondolândia (MT),828,270.0,0.0,40.0,500.0,0.0008333333333333334,8e-05,0.0,0.006303992528601448,0.001025399252860145,D - Baixo
